molecule_chembl_id,MW,LogP,HBD,HBA,RotB,TPSA,AromaticRings,units,IC50,smiles,pIC50,Molecule
CHEMBL4072295,2561.061,-11.67184,46,34,62,1171.6,2,nM,42,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,7.37675071,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8073060>
CHEMBL5185153,2054.44,-4.85782,30,26,42,824.67,3,nM,43,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CCCC(=O)O)NC(=O)[C@@H]2[C@@H](C)CCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,7.366531544,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807E1F0>
CHEMBL5436538,438.858,2.7573,1,4,2,84.51,2,nM,43,C=CC(=O)N1CCN2Cc3cc(F)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1.O,7.366531544,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081070>
CHEMBL5401145,603.689,5.892,2,7,6,73.75,4,nM,46,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)cc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,7.337242168,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081700>
CHEMBL3577120,409.509,5.34372,3,4,5,78.94,3,nM,46,CNc1cc2nc(C)c(-c3ccc(F)c(NC(=O)NCCC(C)(C)C)c3)cc2cn1,7.337242168,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8072EA0>
CHEMBL4465551,545.058,6.1917,0,5,5,58.44,4,nM,47,C=CC(=O)N1CCN(c2nc(=O)n(-c3ccccc3C(C)C)c3cc(-c4ccccc4F)c(Cl)cc23)[C@@H](C)C1,7.327902142,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074510>
CHEMBL3577119,410.497,4.73872,3,5,5,91.83,3,nM,48,CNc1ncc2cc(-c3ccc(F)c(NC(=O)NCCC(C)(C)C)c3)c(C)nc2n1,7.318758763,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8072F10>
CHEMBL5402298,802.302,5.93382,1,11,6,126.07,4,nM,49,C=C1CN2CCC[C@@]2(COc2nc3c4c(c(Cl)c(-c5nc(N)cc(C)c5C(F)(F)F)cc4n2)OC[C@@H]2CN(C(=O)/C=C/c4nccc5c4CN(C)CC5)CCN32)C1,7.30980392,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80806D0>
CHEMBL5289194,512.017,5.58944,2,5,4,95.49,5,nM,50,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5cn[nH]c5c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,7.301029996,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807F300>
CHEMBL4450657,562.045,5.2923,1,7,5,91.56,4,nM,51,C=CC(=O)N1CCN(c2nc(=O)n(-c3ccccc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,7.292429824,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8073DF0>
CHEMBL4455191,453.901,4.384,1,5,2,65.9,3,nM,52,C=CC(=O)N1C[C@@H]2COc3cnc4cc(-c5c(O)cccc5F)c(Cl)cc4c3N2C[C@H]1C,7.283996656,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8075D90>
CHEMBL4516179,566.037,4.25472,1,9,5,109.38,4,nM,53,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)cnn3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,7.27572413,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074200>
CHEMBL5189659,1936.305,-6.66412,30,26,38,807.6,2,nM,54,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,7.26760624,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807DA10>
CHEMBL4591772,562.501,6.101,0,6,5,71.33,4,nM,56,C=CC(=O)N1CCN(c2nc(=O)n(-c3ccccc3C(C)C)c3nc(-c4ccccc4Cl)c(Cl)cc23)[C@@H](C)C1,7.251811973,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80747B0>
CHEMBL3577114,520.565,5.1352,3,8,5,123.31,4,nM,57,CNc1cc2c(cn1)cc(-c1ccc(F)c(NC(=O)Nc3cc(C(C)(C)C)no3)c1)c(=O)n2[C@H]1CCOC1,7.244125144,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8072C00>
CHEMBL5085690,575.088,5.2909,2,8,5,86.64,4,nM,63,Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c2c(Cl)cccc2c1,7.200659451,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807B1B0>
CHEMBL5093274,558.633,4.5855,2,8,5,86.64,4,nM,64,Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OC[C@]45CCCN4C[C@@H](F)C5)nc3c2F)c2ccccc2c1,7.193820026,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807ACE0>
CHEMBL4640234,576.705,3.65406,0,9,7,112.62,3,nM,64,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(C#N)c24)C3)C[C@@H]1CC#N,7.193820026,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80765E0>
CHEMBL4578214,577.06,4.99572,1,8,5,104.45,4,nM,65,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C(C)C)ccnc3C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,7.187086643,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074900>
CHEMBL4450519,546.046,5.5867,0,6,5,71.33,4,nM,66,C=CC(=O)N1CCN(c2nc(=O)n(-c3ccccc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)[C@@H](C)C1,7.180456064,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074740>
CHEMBL4535757,560.605,4.48142,1,8,5,104.45,4,nM,68,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,7.167491087,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074A50>
CHEMBL4554946,576.072,5.2937,1,7,6,91.56,4,nM,68,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(CC)cccc3CC)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,7.167491087,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80742E0>
CHEMBL4439782,548.018,4.9038,1,7,5,91.56,4,nM,69,C=CC(=O)N1CCN(c2nc(=O)n(-c3ccccc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)CC1,7.161150909,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80746D0>
CHEMBL4456598,528.657,3.2057,1,8,6,85.27,3,nM,70,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cc(O)cc4ccccc24)C3)CC1,7.15490196,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8073990>
CHEMBL5209329,604.13,5.36182,1,7,5,90.48,4,nM,70,C=CC(=O)N1CC2(CCN(c3nc(OC4CCN(C)CC4)nc4c(F)c(-c5c(C)ccc6[nH]ncc56)c(Cl)cc34)CC2)C1,7.15490196,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807D000>
CHEMBL4572730,469.9,4.0041,1,6,3,75.13,3,nM,70,C=CC(=O)N1CCN2c3c(cnc4c(OC)c(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1,7.15490196,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80759A0>
CHEMBL5091244,548.666,4.9132,1,7,5,66.41,4,nM,71,C#Cc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,7.148741651,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807AFF0>
CHEMBL4453777,452.873,3.5552,2,5,2,85.77,3,nM,73,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)NC(=O)[C@H]2C1,7.13667714,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8075CB0>
CHEMBL5411433,432.879,3.4515,1,5,3,62.24,2,nM,74,C=CC(=O)N1CCN2Cc3cc(OC)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1,7.13076828,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081150>
CHEMBL5424715,568.019,4.66482,2,8,5,92.43,3,nM,76.9,Cc1cc(N)nc(-c2c(Cl)cc3c(N4CCNC[C@@H]4C)nc(OC[C@@H]4CCCN4C)nc3c2F)c1C(F)(F)F,7.11407366,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081A10>
CHEMBL5205152,618.157,5.75192,1,7,6,90.48,4,nM,77,C=CC(=O)N1CC2(CCN(c3nc(OC4CCN(CC)CC4)nc4c(F)c(-c5c(C)ccc6[nH]ncc56)c(Cl)cc34)CC2)C1,7.113509275,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807D070>
CHEMBL4469638,531.031,5.8032,0,5,5,58.44,4,nM,80,C=CC(=O)N1CCN(c2nc(=O)n(-c3ccccc3C(C)C)c3cc(-c4ccccc4F)c(Cl)cc23)CC1,7.096910013,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80744A0>
CHEMBL4573279,569.062,4.7488,1,9,5,104.45,4,nM,81,C=CC(=O)N1CCN(c2nc(=O)n(-c3scnc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,7.091514981,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074190>
CHEMBL5431716,458.917,3.9841,1,5,4,62.24,2,nM,81,C=CC(=O)N1CCN2Cc3cc(OC4CC4)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1,7.091514981,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80811C0>
CHEMBL4082777,2561.061,-11.67184,46,34,62,1171.6,2,nM,82,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,7.086186148,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8073140>
CHEMBL4467518,563.033,4.6873,1,8,5,104.45,4,nM,83,C=CC(=O)N1CCN(c2nc(=O)n(-c3ncccc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,7.080921908,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80740B0>
CHEMBL5397175,400.425,3.23702,1,4,2,53.01,2,nM,90,C=CC(=O)N1CCN2Cc3cc(F)c(-c4c(C)cccc4O)c(F)c3OC[C@H]2C1,7.045757491,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081000>
CHEMBL4452622,559.617,5.08642,1,7,5,91.56,4,nM,90,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)cccc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,7.045757491,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80749E0>
CHEMBL5267790,472.98,5.10814,1,5,4,79.7,4,nM,90,C=CC(=O)N1CC2(CC(n3nc(-c4cccnc4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,7.045757491,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807F1B0>
CHEMBL3577115,478.528,5.1937,3,7,5,114.08,4,nM,91,CCn1c(=O)c(-c2ccc(F)c(NC(=O)Nc3cc(C(C)(C)C)no3)c2)cc2cnc(NC)cc21,7.040958608,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8072B90>
CHEMBL5076213,539.043,5.29384,1,7,5,97.52,5,nM,93,C=CC(=O)N1CC2(CC(n3nc(-c4ccc(-n5cncn5)cc4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,7.031517051,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807A6C0>
CHEMBL5193444,2072.502,-2.96142,29,25,40,787.37,4,nM,94,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CC[C@@H](c3ccccc3)N2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,7.026872146,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807E3B0>
CHEMBL4870135,619.097,4.83332,0,9,6,110.52,4,nM,95,COC(=O)/C=C/C(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)[C@@H](C)C1,7.022276395,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8077A00>
CHEMBL5206068,625.177,4.71966,0,9,7,112.62,3,nM,96.32,CC=C(C#N)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,7.016283526,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807EA40>
CHEMBL4567284,453.901,4.30392,1,5,2,65.9,3,nM,97,C=CC(=O)N1CCN2c3c(cnc4c(C)c(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1,7.013228266,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8075AF0>
CHEMBL4455938,440.862,3.3905,1,6,2,78.79,3,nM,97,C=CC(=O)N1CCN2c3ncnc4cc(-c5c(O)cccc5F)c(Cl)c(c34)OC[C@@H]2C1,7.013228266,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8075850>
CHEMBL5070295,560.624,5.2101,1,7,5,66.41,4,nM,97,Fc1ccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c2c1F,7.013228266,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807B0D0>
CHEMBL5396905,490.915,3.1083,1,6,6,88.54,2,nM,99,C=CC(=O)N1CCN2C(=O)c3cc(OCCOC)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1,7.004364805,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80812A0>
CHEMBL5195479,464.476,3.8829,1,8,4,89.07,4,nM,100,C=Cc1ncc2n1CCN(c1nc(=O)n(C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc13)C2,7,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807D620>
CHEMBL5178985,585.083,6.2808,1,8,5,79.54,5,nM,100,C=Cc1ncc2n1CCN(c1nc(OC3CCCN(C)C3)nc3c(F)c(-c4cc(O)cc5ccccc45)c(Cl)cc13)C2,7,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807D930>
CHEMBL5186009,585.083,6.2808,1,8,6,79.54,5,nM,100,C=Cc1ncc2n1CCN(c1nc(OC[C@@H]3CCCN3C)nc3c(F)c(-c4cc(O)cc5ccccc45)c(Cl)cc13)C2,7,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807D8C0>
CHEMBL5175034,601.082,5.5188,1,9,7,88.77,5,nM,100,C=Cc1ncc2n1CCN(c1nc(OCCN3CCOCC3)nc3c(F)c(-c4cc(O)cc5ccccc45)c(Cl)cc13)C2,7,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807D850>
CHEMBL5183279,553.013,5.2667,1,8,6,79.54,4,nM,100,C=Cc1ncc2n1CCN(c1nc(OCC3CCCN3C)nc3c(F)c(-c4c(O)cccc4F)c(Cl)cc13)C2,7,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807D690>
CHEMBL5183045,585.083,6.2808,1,8,5,79.54,5,nM,100,C=Cc1ncc2n1CCN(c1nc(OC3CCN(C)CC3)nc3c(F)c(-c4cc(O)cc5ccccc45)c(Cl)cc13)C2,7,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807D7E0>
CHEMBL5208345,559.045,5.7482,1,8,7,79.54,5,nM,100,C=Cc1ncc2n1CCN(c1nc(OCCN(C)C)nc3c(F)c(-c4cc(O)cc5ccccc45)c(Cl)cc13)C2,7,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807D770>
CHEMBL5177011,573.076,5.60672,1,8,6,87.99,5,nM,100,C=Cc1ncc2n1CCN(c1nc(OCC3CCCN3C)nc3c(F)c(-c4c(C)ccc5[nH]ncc45)c(Cl)cc13)C2,7,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807D700>
CHEMBL5176868,555.589,5.11802,1,9,5,101.96,5,nM,100,C=Cc1ncc2n1CCN(c1nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc13)C2,7,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807D540>
CHEMBL5207895,476.487,3.712,1,8,5,89.07,4,nM,100,C=Cc1ncc2n1CCN(c1nc(=O)n(CC3CC3)c3nc(-c4c(O)cccc4F)c(F)cc13)C2,7,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807D5B0>
CHEMBL4517656,547.03,5.5088,1,6,5,78.67,4,nM,101,C=CC(=O)N1CCN(c2nc(=O)n(-c3ccccc3C(C)C)c3cc(-c4c(O)cccc4F)c(Cl)cc23)CC1,6.995678626,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8073D80>
CHEMBL4070657,2533.007,-12.30794,46,34,61,1171.6,2,nM,105,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,6.978810701,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80734C0>
CHEMBL4541628,579.495,3.74074,1,5,6,83.88,3,nM,109,C=CC(=O)N1CC(NC(=O)Cn2c(C)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Br)cc(C)c32)C1,6.962573502,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80750E0>
CHEMBL5440242,489.975,3.3833,1,6,6,65.48,2,nM,110,C=CC(=O)N1CCN2Cc3cc(OCCN(C)C)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1,6.958607315,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081310>
CHEMBL4464335,561.082,4.20062,1,5,7,83.88,3,nM,115,C=CC(=O)N1CC(NC(=O)Cn2c(C3CC3)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Cl)cc(C)c32)C1,6.93930216,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8075230>
CHEMBL4467413,576.072,5.4664,1,7,4,91.56,4,nM,117,C=CC(=O)N1CCN(c2nc(=O)n(-c3ccccc3C(C)(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,6.931814138,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8073ED0>
CHEMBL5192093,472.879,3.9181,1,6,2,78.79,3,nM,117,C=CC(=O)N1C[C@H]2COc3c(Cl)c(-c4c(O)cccc4F)c(F)c4ncnc(c34)N2C[C@H]1C,6.931814138,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807EE30>
CHEMBL3577116,453.562,5.13032,3,5,6,88.05,3,nM,120,CCn1c(=O)c(-c2cc(NC(=O)NCCC(C)(C)C)c(F)cc2C)cc2cnc(NC)cc21,6.920818754,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8072B20>
CHEMBL3577121,423.536,5.65214,3,4,5,78.94,3,nM,120,CNc1cc2nc(C)c(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)cc2cn1,6.920818754,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8072E30>
CHEMBL4457820,549.123,3.41802,1,7,5,84.49,3,nM,126,C=CC(=O)N1CCN(c2nc(N3CC(N(C)C)C3)nc3c2C[C@@H](C)[C@H](c2c(Cl)c(C)cc4[nH]ncc24)C3)CC1,6.899629455,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8075310>
CHEMBL4464232,562.045,5.03972,1,7,5,91.56,4,nM,127,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)cccc3CC)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,6.896196279,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074040>
CHEMBL4441771,561.593,3.87642,1,9,5,117.34,4,nM,128,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ncnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,6.89279003,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074B30>
CHEMBL5181467,618.157,5.60942,1,7,6,90.48,4,nM,130,C=CC(=O)N1CC2(CCN(c3nc(OCC4CCN(C)CC4)nc4c(F)c(-c5c(C)ccc6[nH]ncc56)c(Cl)cc34)CC2)C1,6.886056648,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807D1C0>
CHEMBL5397270,452.86,4.3805,1,4,3,53.01,2,nM,130,C=CC(=O)N1CCN2Cc3cc(C(F)F)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1,6.886056648,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80813F0>
CHEMBL5073085,540.712,3.73048,0,7,6,85.59,2,nM,131,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CC[C@]2(CCc4ccccc4C2)C3)C[C@@H]1CC#N,6.882728704,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807B3E0>
CHEMBL4461913,452.917,4.0529,1,5,2,59.91,3,nM,132,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)N(C)C[C@H]2C1,6.879426069,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8075EE0>
CHEMBL5190874,472.879,3.9181,1,6,2,78.79,3,nM,135,C=CC(=O)N1C[C@H]2COc3c(Cl)c(-c4c(O)cccc4F)c(F)c4ncnc(c34)N2C[C@@H]1C,6.869666232,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807EEA0>
CHEMBL5173371,486.906,4.3082,1,6,2,78.79,3,nM,138,C=CC(=O)N1C[C@@H]2CCOc3c(Cl)c(-c4c(O)cccc4F)c(F)c4ncnc(c34)N2C[C@@H]1C,6.860120914,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807EF10>
CHEMBL4579956,591.506,4.0013,1,5,7,83.88,3,nM,139,C=CC(=O)N1CC(NC(=O)Cn2c(C3CC3)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Br)ccc32)C1,6.8569852,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8075000>
CHEMBL5291208,526.044,5.59984,1,6,4,84.63,5,nM,140,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(c4)ncn5C)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,6.853871964,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807F370>
CHEMBL5091178,540.712,3.73048,0,7,6,85.59,2,nM,142,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCC2(CCc4ccccc4C2)C3)C[C@@H]1CC#N,6.847711656,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807B300>
CHEMBL4100766,1311.549,-1.6564,14,18,14,443.6,2,nM,142,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(C)=O)CSSC[C@@H](C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,6.847711656,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80730D0>
CHEMBL4458041,560.605,4.48142,1,8,5,104.45,4,nM,142,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C(C)C)ccnc3C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,6.847711656,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074AC0>
CHEMBL4450041,544.055,5.1532,1,7,5,91.56,4,nM,146,C=CC(=O)N1CCN(c2nc(=O)n(-c3ccccc3C(C)C)c3nc(-c4ccccc4O)c(Cl)cc23)[C@@H](C)C1,6.835647144,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074820>
